공원명,도로명주소,주소,면적,제공기관명
그린 어린이공원(소사벌택지 11호),,경기도 평택시 죽백동 816-4공,1644.3,경기도 평택시
꼬불길 어린이공원(지제세교지구),,경기도 평택시 세교동 408-2전,1893.0,경기도 평택시
꽃잎소리 어린이공원(소사벌택지 9호),,경기도 평택시 비전동 1075공,1524.0,경기도 평택시
꿈동산 어린이공원(소사벌택지 3호),,경기도 평택시 비전동 1004-1공,1939.0,경기도 평택시
나비 어린이공원(소사벌택지 2호),,경기도 평택시 비전동 981공,1518.0,경기도 평택시
낙촌 어린이공원,경기도 평택시 비전1로 35-9 (비전동),경기도 평택시 비전동 784,2012.0,경기도 평택시
내일 4호 어린이공원(모산영신지구),,경기도 평택시 동삭동 402-4,2568.0,경기도 평택시
노래비 1호 어린이공원(모산영신지구),,경기도 평택시 동삭동 474,2140.0,경기도 평택시
4산단 근린공원1,,경기도 안성시 미양면 양변리 473,16156.0,경기도 안성시
노와이주 어린이공원(노와이주단지 12호),,경기도 평택시 팽성읍 노와리 460-1,1505.0,경기도 평택시
롯데캐슬 소공원,,경기도 평택시 비전동 953 954,1361.7,경기도 평택시
본정리 소공원,,경기도 평택시 팽성읍 본정리 산9-2,4297.0,경기도 평택시
상서재3호 소공원(동삭2지구),,경기도 평택시 동삭동 산15-1,1164.0,경기도 평택시
소공원 1호(동삭 세교지구),,경기도 평택시 동삭동 179-1,1000.0,경기도 평택시
소공원 1호(세교지구),,경기도 평택시 세교동 산6-2,1287.0,경기도 평택시
소공원1호(두정지구),,경기도 평택시 팽성읍 본정리 4-4,2268.0,경기도 평택시
소공원2호(두정지구),,경기도 평택시 팽성읍 본정리 27-1임,908.0,경기도 평택시
소공원3호(두정지구),,경기도 평택시 팽성읍 본정리 31-3답,839.0,경기도 평택시
송화 소공원,,경기도 평택시 팽성읍 송화리 834,635.0,경기도 평택시
신대동 소공원(통복지구),,경기도 평택시 신대동 8-7,1582.0,경기도 평택시
어울림 소공원(소사2지구),,경기도 평택시 소사동 122-1,709.0,경기도 평택시
원정(포승)소공원(쌍용지구),,경기도 평택시 포승읍 원정리 221-85,782.0,경기도 평택시
원정22호 소공원(쌍용지구),,경기도 평택시 포승읍 원정리 281-1,1367.0,경기도 평택시
원정리 소공원,,경기도 평택시 팽성읍 원정리 87-2,1084.0,경기도 평택시
추팔 소공원,,경기도 평택시 팽성읍 추팔리 296-1,1541.0,경기도 평택시
화촌1 소공원,경기도 평택시 화촌2길 7 (통복동),경기도 평택시 통복동 242-2,1176.0,경기도 평택시
화촌2 소공원,,경기도 평택시 통복동 242-6,757.0,경기도 평택시
1호 물빛1 수변공원(소사벌택지  이곡수변),,경기도 평택시 비전동 999공,39061.0,경기도 평택시
2호 물빛2 수변공원(소사벌택지 이곡수변),,경기도 평택시 비전동 1016공,11228.0,경기도 평택시
3호 소리 수변공원(소사벌택지),,경기도 평택시 죽백동 737-2공,11408.5,경기도 평택시
4호 소리 수변공원(소사벌택지),,경기도 평택시 비전동 1032공,19823.0,경기도 평택시
5호 물빛3 수변공원(소사벌택지 이곡수변),,경기도 평택시 비전동 1069공,19099.0,경기도 평택시
6호 물빛4 수변공원(소사벌택지 이곡수변),,경기도 평택시 비전동 1065 1093 1099,24015.0,경기도 평택시
7호 너울 수변공원(소사벌택지),,경기도 평택시 비전동 966 966-1~6,23421.0,경기도 평택시
본정1리 마을쉼터,,경기도 평택시 팽성읍 본정리 47-16,999.0,경기도 평택시
비전쌈지,,경기도 평택시 비전동 788-3,0.0,경기도 평택시
석근1리 마을쉼터,,경기도 평택시 팽성읍 석근리 8-9,423.0,경기도 평택시
석봉리 마을쉼터,,경기도 평택시 팽성읍 석봉리 123-5,1109.0,경기도 평택시
신대1리 마을쉼터,,경기도 평택시 팽성읍 신대리 225-2,999.0,경기도 평택시
신대2리 마을쉼터,,경기도 평택시 팽성읍 신대리 211-53,1668.0,경기도 평택시
안정4리 마을쉼터,,경기도 평택시 팽성읍 안정리 100-8,999.0,경기도 평택시
유천동 마을쉼터,,경기도 평택시 유천동 788,1680.0,경기도 평택시
자란쌈지 마을쉼터,,경기도 평택시 비전동 600-25,425.7,경기도 평택시
평궁리 마을쉼터,,경기도 평택시 팽성읍 평궁리 474-12,3986.0,경기도 평택시
함정리 마을쉼터,,경기도 평택시 팽성읍 함정리 155-11,6686.0,경기도 평택시
내리 문화공원,경기도 평택시 팽성읍 내리길 64-23,경기도 평택시 팽성읍 내리 산3-3,98886.0,경기도 평택시
마을마당 문화공원(소사2지구),,경기도 평택시 소사동 산6,7151.0,경기도 평택시
신흥 문화공원(신흥지구),,경기도 평택시 용이동 752,8054.0,경기도 평택시
현촌한마음 문화공원(현촌지구),,경기도 평택시 용이동 596-7공,6694.9,경기도 평택시
고잔 소공원,,경기도 평택시 신대동 368-18,996.0,경기도 평택시
남산1호 소공원(팽성6호),,경기도 평택시 팽성읍 남산리 561-1,634.0,경기도 평택시
남산2호 소공원(팽성7호),,경기도 평택시 팽성읍 남산리 564,997.0,경기도 평택시
노와이주1호 소공원(노와지구13호),,경기도 평택시 팽성읍 노와리 460-3,697.2,경기도 평택시
노와이주2호 소공원(노와지구14호),,경기도 평택시 팽성읍 노와리 461-17,678.0,경기도 평택시
두정1리 소공원,,경기도 평택시 팽성읍 두정리 45-1,1203.0,경기도 평택시
등꽃향기 소공원,,경기도 평택시 비전동 839-10,931.0,경기도 평택시
추팔 근린공원(송화택지),,경기도 평택시 팽성읍 추팔리 398-2,11053.0,경기도 평택시
통복(원평) 근린공원,,경기도 평택시 통복동 170,11781.0,경기도 평택시
평택공단 근린공원,,경기도 평택시 세교동 540,12300.0,경기도 평택시
풀내음 근린공원(소사2지구),,경기도 평택시 소사동 81-1,15700.0,경기도 평택시
하날 근린공원(소사벌택지 2호),,경기도 평택시 비전동 1035공,36864.0,경기도 평택시
현신 근린공원(용이지구 1호),,경기도 평택시 용이동 494-1,12538.0,경기도 평택시
모산 근린공원,,경기도 평택시 동삭동 396,277794.0,경기도 평택시
현촌 근린공원(현촌지구),,경기도 평택시 용이동 602-2,45228.6,경기도 평택시
노성1리 마을쉼터,,경기도 평택시 팽성읍 노성리 42-1,999.0,경기도 평택시
노성2리 마을쉼터,,경기도 평택시 팽성읍 노성리 79-9,999.0,경기도 평택시
노양1리 마을쉼터,,경기도 평택시 팽성읍 노양리 40-15,999.0,경기도 평택시
노양2리 마을쉼터,,경기도 평택시 팽성읍 노양리 14-9,999.0,경기도 평택시
노와1리 마을쉼터,,경기도 평택시 팽성읍 노와리 95-1,1394.0,경기도 평택시
노와2리 마을쉼터,,경기도 평택시 팽성읍 노와리 244-2,668.0,경기도 평택시
노와4리 마을쉼터,,경기도 평택시 팽성읍 노와리 153-190,694.0,경기도 평택시
대사1리 마을쉼터,,경기도 평택시 팽성읍 대사리 205-7,851.0,경기도 평택시
동창리 마을쉼터,,경기도 평택시 팽성읍 동창리 121-2,1114.0,경기도 평택시
두1리 마을쉼터,,경기도 평택시 팽성읍 두리 123-14,890.0,경기도 평택시
두2리 마을쉼터,,경기도 평택시 팽성읍 두리 36-18,570.0,경기도 평택시
두정2리 마을쉼터,,경기도 평택시 팽성읍 두정리 138-6,760.0,경기도 평택시
두정3리 마을쉼터,,경기도 평택시 팽성읍 두정리 163-127,668.0,경기도 평택시
사군자 근린공원(서재지구),,경기도 평택시 동삭동 710,10715.0,경기도 평택시
사색 근린공원(서재지구),,경기도 평택시 동삭동 719,11378.0,경기도 평택시
삼각산(평택) 근린공원,,경기도 평택시 비전동 473-78,4861.0,경기도 평택시
상서재동초 근린공원(동삭2지구),,경기도 평택시 동삭동 산25-1,11296.0,경기도 평택시
상서재마당 근린공원(동삭2지구 근린2호),,경기도 평택시 동삭동 산1,12214.0,경기도 평택시
생기자리 근린공원(용죽지구),,경기도 평택시 용이동 산122번지,21262.6,경기도 평택시
세교 근린공원(세교지구),,경기도 평택시 세교동 556-1,10133.9,경기도 평택시
솔숲 근린공원(소사2지구),,경기도 평택시 소사동 산13-1,19494.0,경기도 평택시
송화 근린공원,,경기도 평택시 팽성읍 송화리 106-1,41950.0,경기도 평택시
신흥 근린공원(신흥지구),,경기도 평택시 용이동 744-1번지,17877.0,경기도 평택시
안정 근린공원,경기도 평택시 팽성읍 안정순환로267번길 42,경기도 평택시 팽성읍 송화리 68-55,26350.0,경기도 평택시
역사유적 근린공원(소사지구),,경기도 평택시 소사동 506,13057.0,경기도 평택시
영신 제1호 근린공원(영신지구),경기도 평택시 영신로 108 (동삭동),경기도 평택시 동삭동 589-3,13139.0,경기도 평택시
영신이들 근린공원(지제 세교지구),,경기도 평택시 세교동 392답,13847.0,경기도 평택시
용이 근린공원(용이지구 3호),경기도 평택시 현신3길 13 (용이동),경기도 평택시 용이동 441-1,21590.0,경기도 평택시
원동 근린공원 (모산영신지구),경기도 평택시 지제동삭1로 163 (동삭동 더샵지제역센트럴파크1BL아파트),경기도 평택시 동삭동 467-9,11669.0,경기도 평택시
은실 근린공원,,경기도 평택시 세교동 산86-1,276422.0,경기도 평택시
이화 근린공원(용이지구 2호),,경기도 평택시 용이동 483,16742.0,경기도 평택시
죽백 근린공원(용죽지구),,경기도 평택시 용이동 561-1번지,49638.6,경기도 평택시
지제울 근린공원(지제 세교지구),,경기도 평택시 지제동 624-2답,44650.0,경기도 평택시
1호 근린공원(세교지구),,경기도 평택시 세교동 55,11209.0,경기도 평택시
남산 근린공원,경기도 평택시 팽성읍 팽성송화로 76,경기도 평택시 팽성읍 남산리 산49-1,43411.0,경기도 평택시
경기도 평택시 팽성읍 송화택지로25번길 61,경기도 평택시 팽성읍 송화택지로25번길 63,경기도 평택시 팽성읍 송화리 789,15253.8,경기도 평택시
농성 근린공원,,경기도 평택시 팽성읍 안정리 78-27,29511.0,경기도 평택시
다솜 근린공원(소사벌택지 1호),,경기도 평택시 비전동 1005-1 1028-3 1089-3,59205.0,경기도 평택시
당산 근린공원(소사벌택지 3호),,경기도 평택시 죽백동 728공,42417.7,경기도 평택시
덕동산 근린공원(비전지구),,경기도 평택시 비전동 산84-14,145023.0,경기도 평택시
동부 근린공원(비전3지구),경기도 평택시 동부공원로 46 (비전동),경기도 평택시 비전동 880,29821.0,경기도 평택시
동부그린 근린공원(비전3지구),,경기도 평택시 비전동 875,10578.0,경기도 평택시
동삭 근린공원(동삭지구 1호),경기도 평택시 동삭1로22번길 40 (동삭동 지제더샵센트럴파크아파트),경기도 평택시 동삭동 산38-2,11039.0,경기도 평택시
배나무 근린공원(소사벌택지 4호),,경기도 평택시 죽백동 764공,44947.1,경기도 평택시
배다리 근린공원(소사벌택지 5호),,경기도 평택시 죽백동 800공,277072.9,경기도 평택시
부용산 근린공원,,경기도 평택시 팽성읍 객사리 산3,1740.0,경기도 평택시
비전 근린공원(매봉산),경기도 평택시 매봉산5길 29 (비전동),경기도 평택시 비전동 274-6,0.0,경기도 평택시
7호 갈매빛뜰 근린공원 (화양지구),,경기도 평택시 현덕면 운정리 산2-1,46588.0,경기도 평택시
가사 근린공원(청북지구 택지개발),,경기도 평택시 청북면 옥길리 1090,23286.8,경기도 평택시
개나리 근린공원(청북 어연한산공단),,경기도 평택시 청북면 어연리 898-1,13995.2,경기도 평택시
근린공원 1호(황해자유구역 현덕지구),,경기도 평택시 현덕면 장수리 264-18,58462.0,경기도 평택시
근린공원 2호(황해자유구역 현덕지구),,경기도 평택시 현덕면 권관리 824,31877.0,경기도 평택시
근린공원 3호(황해자유구역 현덕지구),,경기도 평택시 현덕면 권관리 705,30498.0,경기도 평택시
금곡 근린공원,,경기도 평택시 안중읍 안중리 산17-1,52500.0,경기도 평택시
능안 근린공원,,경기도 평택시 청북면 현곡리 산94-7,26600.0,경기도 평택시
도곡 근린공원(포승공단),,경기도 평택시 포승읍 도곡리 1110,15000.1,경기도 평택시
뚝넘어 근린공원(청북지구 택지개발),,경기도 평택시 청북면 옥길리 1155,40508.4,경기도 평택시
만호 근린공원(포승2산단),,경기도 평택시 포승읍 만호리 산9-1,29869.8,경기도 평택시
무릉 근린공원,,경기도 평택시 청북면 현곡리 산10-5,61106.0,경기도 평택시
번제 근린공원(포승공단),,경기도 평택시 포승읍 원정리 1355,118326.7,경기도 평택시
비둘기 근린공원(청북 어연한산공단),,경기도 평택시 청북면 어연리 888,14693.1,경기도 평택시
